 Index,     Direction,      Status/Code/Error Count,    Format/Type,   ID,    DLC,            Data,                 Time Mark
  236     ,Receive ,                    ,Ext / Data,0x1610FF34,0   ,                                ,00:02:23:722,
  237     ,Receive ,                    ,Ext / Data,0x12F85050,5   ,00  00  00  80  00              ,00:02:23:723,
  238     ,Receive ,                    ,Ext / Data,0x12F85450,2   ,16  36                          ,00:02:23:742,
  239     ,Receive ,                    ,Ext / Data,0x1610FFA2,0   ,                                ,00:02:23:776,
  240     ,Receive ,                    ,Ext / Data,0x12F82296,1   ,80                              ,00:02:23:807,
  241     ,Receive ,                    ,Ext / Data,0x12F87811,1   ,00                              ,00:02:23:808,
  242     ,Receive ,                    ,Ext / Data,0x12F81C12,1   ,00                              ,00:02:23:809,
  243     ,Receive ,                    ,Ext / Data,0x12F84112,1   ,80                              ,00:02:23:810,
  244     ,Receive ,                    ,Ext / Data,0x12F85C50,1   ,00                              ,00:02:23:811,
  245     ,Receive ,                    ,Ext / Data,0x12F84212,1   ,00                              ,00:02:23:812,
  246     ,Receive ,                    ,Ext / Data,0x16F86D50,8   ,0B  51  72  14  FF  E0  00  00  ,00:02:23:813,
  247     ,Receive ,                    ,Ext / Data,0x12F84312,1   ,00                              ,00:02:23:814,
  248     ,Receive ,                    ,Ext / Data,0x16F86250,8   ,02  48  36  36  43  42  30  00  ,00:02:23:815,
  249     ,Receive ,                    ,Ext / Data,0xAF87010,2   ,00  00                          ,00:02:23:815,
  250     ,Receive ,                    ,Ext / Data,0x12F84712,1   ,00                              ,00:02:23:816,
  251     ,Receive ,                    ,Ext / Data,0xEF81510,1   ,02                              ,00:02:23:817,
  252     ,Receive ,                    ,Ext / Data,0xEF82010,1   ,00                              ,00:02:23:817,
  253     ,Receive ,                    ,Ext / Data,0xAF81111,2   ,08  00                          ,00:02:23:818,
  254     ,Receive ,                    ,Ext / Data,0x12F84812,1   ,00                              ,00:02:23:820,
  255     ,Receive ,                    ,Ext / Data,0x12F85050,5   ,00  00  00  80  00              ,00:02:23:821,
  256     ,Receive ,                    ,Ext / Data,0x12F81D10,5   ,00  00  00  00  01              ,00:02:23:825,
  257     ,Receive ,                    ,Ext / Data,0x12F81E10,5   ,00  00  00  00  01              ,00:02:23:826,
  258     ,Receive ,                    ,Ext / Data,0x12F83010,1   ,00                              ,00:02:23:827,
  259     ,Receive ,                    ,Ext / Data,0x12F84010,1   ,00                              ,00:02:23:827,
  260     ,Receive ,                    ,Ext / Data,0x1610FF51,0   ,                                ,00:02:23:828,
  261     ,Receive ,                    ,Ext / Data,0x16F97550,8   ,FF  E0  00  00  00  00  00  00  ,00:02:23:832,
  262     ,Receive ,                    ,Ext / Data,0x12F85150,5   ,41  41  60  00  40              ,00:02:23:833,
  263     ,Receive ,                    ,Ext / Data,0x16F86C50,8   ,02  6F  CA  3C  CA  C7  D9  00  ,00:02:23:834,
  264     ,Receive ,                    ,Ext / Data,0x12F8B0A2,1   ,00                              ,00:02:23:840,
  265     ,Receive ,                    ,Ext / Data,0xEF83F31,2   ,80  00                          ,00:02:23:852,
  266     ,Receive ,                    ,Ext / Data,0xEF81496,1   ,00                              ,00:02:23:880,
  267     ,Receive ,                    ,Ext / Data,0xAF87110,3   ,00  FE  00                      ,00:02:23:914,
  268     ,Receive ,                    ,Ext / Data,0xEF87310,4   ,20  A7  A9  40                  ,00:02:23:915,
  269     ,Receive ,                    ,Ext / Data,0x12F81010,4   ,28  00  80  00                  ,00:02:23:916,
  270     ,Receive ,                    ,Ext / Data,0x16F83D33,1   ,80                              ,00:02:23:916,
  271     ,Receive ,                    ,Ext / Data,0x12F85050,5   ,00  00  00  80  00              ,00:02:23:920,
  272     ,Receive ,                    ,Ext / Data,0x12F85351,8   ,00  21  00  00  00  00  36  C0  ,00:02:23:929,
